Run,Program Version,User,Time Started (UTC),Time Finished (UTC),Minutes Spent,Position,Points,How involved in AI alignment are you? Please select all that apply. (6kkcmyw),Which of the following resources have you used to understand AI alignment research? (nwudv6g),resources,verbal_rating_scale,prob_rating_scale,How involved in AI alignment are you? Please select all that apply. (g4mdi50),involvement,"For how many years have you been interested in AI alignment research? Please enter an integer, rounded to the nearest year. (bu4zyb5)",category,Which of the following resources have you spent more than 30 minutes engaging with? (t0y9zda),"Overall, how useful have you found {resource}? (okdtv5m)",resource,"How likely would you be to recommend {resource} as an AI alignment resource to a friend getting into AI alignment, who hadn't already read widely in the space? (xf22i7s)",How likely would you be to recommend {resource} as an AI alignment resource to a friend who is paid to do AI alignment research? (b51q4lo),"If you'd like to go into detail about your answers about {resource}, you can do so here. (83afusr)","Please specify which researchers you're thinking of. Also, if you'd like to go into detail about your answers about {resource}, you can do so here. (bj70ff1)",Is there anything else you'd like to tell us? (bty6mmy),Where did you hear about this survey? (auqgbpq),"For how many years have you been paid to work on technical AI alignment research? Please enter an integer, rounded to the nearest year. (ub5lnfb)",fbclid
7474612,43,,2022-06-26 11:45:52,2022-06-27 01:14:03,808.18,t6togir,0,,,"[""Scalable agent alignment via reward modeling: a research direction by Leike et al (aka \""the recursive reward modelling agenda\"")"",""AGI Safety Fundamentals Course"",""Life 3.0 (book)"",""the AI Alignment Newsletter"",""the annual AI Alignment Literature Review and Charity Comparison"",""Superintelligence (book)"",""the Value Learning sequence on the Alignment Forum"",""AI Safety Camp"",""The Alignment Problem (book)"",""talks by AI alignment researchers"",""the FLI podcast"",""Human Compatible (book)"",""the 80,000 Hours podcast"",""the Iterated Amplification sequence on the Alignment Forum"",""the Embedded Agency sequence on the Alignment Forum"",""Concrete Problems in AI Safety by Amodei et al"",""Rob Miles videos""]","[[""Not at all"",0],[""A little"",1],[""Moderately"",2],[""Very"",3],[""Extremely"",4]]","[[""0-20%"",0],[""20-40%"",1],[""40-60%"",2],[""60-80%"",3],[""80-100%"",4]]","I have heard of AI alignment,I am interested in AI alignment research,I spend some of my time doing AI alignment field/community-building,I spend some of my time facilitating technical AI alignment research in ways other than doing it directly,I spend some of my time publicly communicating about AI alignment","[""I have heard of AI alignment"",""I am interested in AI alignment research"",""I spend some of my time doing AI alignment field/community-building"",""I spend some of my time facilitating technical AI alignment research in ways other than doing it directly"",""I spend some of my time publicly communicating about AI alignment""]",8,I spend some of my time publicly communicating about AI alignment,"AI Safety Camp,the FLI podcast,the annual AI Alignment Literature Review and Charity Comparison,Superintelligence (book),Life 3.0 (book),AIRCS workshops,Scalable agent alignment via reward modeling: a research direction by Leike et al (aka ""the recursive reward modelling agenda""),talks by AI alignment researchers,the Embedded Agency sequence on the Alignment Forum,The Alignment Problem (book),AGI Safety Fundamentals Course,the Iterated Amplification sequence on the Alignment Forum,the AI Alignment Newsletter,Human Compatible (book),the Value Learning sequence on the Alignment Forum,Concrete Problems in AI Safety by Amodei et al,Rob Miles videos,the 80,000 Hours podcast | Rob Miles videos,the AI Alignment Newsletter,Human Compatible (book),Concrete Problems in AI Safety by Amodei et al,The Alignment Problem (book),Life 3.0 (book),the 80,000 Hours podcast,the Iterated Amplification sequence on the Alignment Forum,Scalable agent alignment via reward modeling: a research direction by Leike et al (aka ""the recursive reward modelling agenda""),the FLI podcast,AGI Safety Fundamentals Course,the Value Learning sequence on the Alignment Forum,the Embedded Agency sequence on the Alignment Forum,AI Safety Camp,Superintelligence (book),talks by AI alignment researchers,the annual AI Alignment Literature Review and Charity Comparison | Scalable agent alignment via reward modeling: a research direction by Leike et al (aka ""the recursive reward modelling agenda""),AGI Safety Fundamentals Course,Life 3.0 (book),the AI Alignment Newsletter,the annual AI Alignment Literature Review and Charity Comparison,Superintelligence (book),the Value Learning sequence on the Alignment Forum,AI Safety Camp,The Alignment Problem (book),talks by AI alignment researchers,the FLI podcast,Human Compatible (book),the 80,000 Hours podcast,the Iterated Amplification sequence on the Alignment Forum,the Embedded Agency sequence on the Alignment Forum,Concrete Problems in AI Safety by Amodei et al,Rob Miles videos",3 | 1 | 3 | 2 | 1 | 4 | 1 | 2 | 3 | 4 | 4 | 1 | 2 | 3 | 4 | 1 | 4 | 1 | 1 | 3 | 2 | 2 | 3 | 3 | 2 | 1 | 3 | 1 | 2 | 3 | 1 | 4,Rob Miles videos,1 | 2 | 0 | 1 | 1 | 4 | 2 | 3 | 2 | 4 | 4 | 2 | 3 | 2 | 4 | 2 | 4 | 1 | 1 | 0 | 1 | 2 | 1 | 4 | 3 | 2 | 3 | 2 | 2 | 2 | 1 | 4,0 | 0 | 4 | 0 | 0 | 1 | 2 | 2 | 3 | 1 | 1 | 2 | 2 | 3 | 1 | 2 | 1 | 0 | 3 | 4 | 0 | 2 | 0 | 2 | 1 | 1 | 1 | 1 | 2 | 3 | 3 | 4,"AISC fits right in the middle: an excellent resource once you have read some stuff in the space and is willing to dive much deeper; by the time you're paid, it has served its purpose. | They're not always talking about AI alignment of course, but when they are, the content is accessible, thought not the most concise. | Not an introductory resource (aside from the ""look at all the activity"" effect), but an excellent thing to browse to fill your gaps about the players in the field. Even though it doesn't include independent researchers as far as I remember, it's always a good idea to check it out, plus, it's only once a year. | Used to be the best and foremost introduction to the field, but now... it's a bit dated and unfocused, though most of the arguments hold up. The field has moved quickly. Not the resource I'd recommend now. | Same as Superintelligence, a bit dated now, though much more accessible. Not the resource I'd recommend for technical profile, though a good book for a popular audience. | Nearly the best curriculum broadly available, though it's lengthy and suffers from a few blind spots, that you can discuss anyway if you have a knowledgeable facilitator and/or if you engage with the group chats. If you're paid to do research you will not benefit much from it, tough I do recommend facilitating to train your communication skills! | Yeah, sure. It belongs in the standard reading list, it's not the most accessible thing, it's not a broad intro, it's worth reading at least once. | A classic one, though I'd only recommend the beginning of the sequence to newcomers. Introduces a fair number of concepts and subproblems. Even for the pros, it's an excellent resource. | An excellent broader view of alignment. Technical AI alignment as a field is mostly concerned by the latter third of the book, but it really helps with the junction between the AI ethics, AI governance, AI alignment, with examples and a nice progression. Not useful for the technical content (there is hardly any in there), but it captures many of the more mainstream concerns about AI systems, worth knowing. |  | Yeah, sure. It belongs in the standard reading list, it's not the most accessible thing, it's not a broad intro, it's worth reading at least once. | A classic one, though I'd only recommend the beginning of the sequence to newcomers. Introduces a fair number of concepts and subproblems. Even for the pros, it's an excellent resource. | An excellent broader view of alignment. Technical AI alignment as a field is mostly concerned by the latter third of the book, but it really helps with the junction between the AI ethics, AI governance, AI alignment, with examples and a nice progression. Not useful for the technical content (there is hardly any in there), but it captures many of the more mainstream concerns about AI systems, worth knowing. | Yeah, sure. It belongs in the standard reading list, it's not the most accessible thing, it's not a broad intro, it's worth reading at least once. | Nearly the best curriculum broadly available, though it's lengthy and suffers from a few blind spots, that you can discuss anyway if you have a knowledgeable facilitator and/or if you engage with the group chats. If you're paid to do research you will not benefit much from it, tough I do recommend facilitating to train your communication skills! | Same as Superintelligence, a bit dated now, though much more accessible. Not the resource I'd recommend for technical profile, though a good book for a popular audience. | Useful to get some glimpses of the field for newcomers but not an introductory resource. A good one to check to fill some gaps even for established researchers. | Not an introductory resource (aside from the ""look at all the activity"" effect), but an excellent thing to browse to fill your gaps about the players in the field. Even though it doesn't include independent researchers as far as I remember, it's always a good idea to check it out, plus, it's only once a year. | Used to be the best and foremost introduction to the field, but now... it's a bit dated and unfocused, though most of the arguments hold up. The field has moved quickly. Not the resource I'd recommend now. | Also belongs in the standard reading list, rather accessible, not a broad intro, it's worth reading at least once. | AISC fits right in the middle: an excellent resource once you have read some stuff in the space and is willing to dive much deeper; by the time you're paid, it has served its purpose. | An excellent broader view of alignment. Technical AI alignment as a field is mostly concerned by the latter third of the book, but it really helps with the junction between the AI ethics, AI governance, AI alignment, with examples and a nice progression. Not useful for the technical content (there is hardly any in there), but it captures many of the more mainstream concerns about AI systems, worth knowing. | They're not always talking about AI alignment of course, but when they are, the content is accessible, thought not the most concise. | A very nice introduction to the main problems, though not very technical not useful to established researchers, except as an example of well-managed communication. Has some gaps, still well worth a read. | Like other podcasts, not the most concise. Some interviews can go into a lot of depth and show arguments not displayed well elsewhere, which is nice! | As with the others: a standard read, worth reading at least once, not exactly an introduction. | A classic one, though I'd only recommend the beginning of the sequence to newcomers. Introduces a fair number of concepts and subproblems. Even for the pros, it's an excellent resource. | Skip the paper if you're a newcomer, unless you're familiar with ML, prefer Rob Miles's videos about the paper. A paper that every AI alignment researcher should have read at least once, it's an excellent baseline to compare more recent efforts to. | There isn't enough of these videos, they're mostly excellent as introductions to the field, and an excellent example of how the technical ideas can be broadcast to more people. I recommend them to everyone.","The two I have in mind is Yudkowsky's ""AI alignment: Why it's hard and where to start"", old but good, Christiano's ""Current work in AI alignment"" and more recently Krakovna's ""Paradigms of AI alignment: components and enablers"" (see comments on the LW post).

Basically not the most concise content, but it's always a good thing to hear some concepts explained through something other than text. |  | Thinking of Yudkowsky ""AI alignment: why it's hard and where to start"", Christiano's ""Current problems in AI alignment"" and more recently Krakovna's ""Paradigms of AI alignment"" (check the comments in the LW post). Always nice to have live explanations, something other than text. Not the most concise but refreshing.","This took way more than 5-10 minutes, hope I didn't mess up the form by going back and forth, if there's any problem please contact [REDACTED] on [REDACTED].
Also please add Ngo's ""AI safety from first principles"", at least.",First on Twitter!,,
7474737,43,,2022-06-26 12:23:28,,0.15,4t3j1q5,0,,,,,,,,,,,,,,,,,,,,
7474833,43,,2022-06-26 13:07:23,,0.02,4t3j1q5,0,,,,,,,,,,,,,,,,,,,,
7474928,43,,2022-06-26 13:31:08,2022-06-26 13:32:19,1.23,auqgbpq,0,,,"[""Superintelligence (book)""]","[[""Not at all"",0],[""A little"",1],[""Moderately"",2],[""Very"",3],[""Extremely"",4]]","[[""0-20%"",0],[""20-40%"",1],[""40-60%"",2],[""60-80%"",3],[""80-100%"",4]]","I have heard of AI alignment,I am interested in AI alignment research,I am paid to work on technical AI alignment research","[""I have heard of AI alignment"",""I am interested in AI alignment research"",""I am paid to work on technical AI alignment research""]",13,I am paid to work on technical AI alignment research,Superintelligence (book),1,Superintelligence (book),2,2,"",,"","",1,
7475037,43,,2022-06-26 13:47:43,,0.05,4t3j1q5,0,,,,,,,,,,,,,,,,,,,,
7475099,43,,2022-06-26 14:00:19,,0.00,eb2kjj8,0,,,,,,,,,,,,,,,,,,,,
7475218,43,,2022-06-26 14:25:35,,1.37,8d2bvx6,0,,,"[""the Embedded Agency sequence on the Alignment Forum"",""the Iterated Amplification sequence on the Alignment Forum"",""Concrete Problems in AI Safety by Amodei et al"",""AGI Safety Fundamentals Course"",""the annual AI Alignment Literature Review and Charity Comparison"",""the AI Alignment Newsletter"",""Superintelligence (book)"",""AIRCS workshops"",""Scalable agent alignment via reward modeling: a research direction by Leike et al (aka \""the recursive reward modelling agenda\"")"",""AI Safety Camp"",""conversations with AI alignment researchers at conferences"",""Human Compatible (book)"",""the ARCHES agenda by Andrew Critch and David Krueger""]","[[""Not at all"",0],[""A little"",1],[""Moderately"",2],[""Very"",3],[""Extremely"",4]]","[[""0-20%"",0],[""20-40%"",1],[""40-60%"",2],[""60-80%"",3],[""80-100%"",4]]","I spend some of my time solving technical problems related to AI alignment,I spend some of my time doing AI alignment field/community-building,I spend some of my time facilitating technical AI alignment research in ways other than doing it directly,I am paid to work on technical AI alignment research","[""I spend some of my time solving technical problems related to AI alignment"",""I spend some of my time doing AI alignment field/community-building"",""I spend some of my time facilitating technical AI alignment research in ways other than doing it directly"",""I am paid to work on technical AI alignment research""]",,I am paid to work on technical AI alignment research,"the Embedded Agency sequence on the Alignment Forum,the Iterated Amplification sequence on the Alignment Forum,Concrete Problems in AI Safety by Amodei et al,AGI Safety Fundamentals Course,the annual AI Alignment Literature Review and Charity Comparison,the AI Alignment Newsletter,Superintelligence (book),AIRCS workshops,Scalable agent alignment via reward modeling: a research direction by Leike et al (aka ""the recursive reward modelling agenda""),AI Safety Camp,conversations with AI alignment researchers at conferences,Human Compatible (book),the ARCHES agenda by Andrew Critch and David Krueger",,,,,,,,,2,
7475307,43,,2022-06-26 14:47:04,,0.00,eb2kjj8,0,,,,,,,,,,,,,,,,,,,,
7475348,43,,2022-06-26 14:59:41,,0.67,72erk1d,0,,,"[""the 80,000 Hours podcast"",""Superintelligence (book)"",""AGI Safety Fundamentals Course"",""the Machine Learning for Alignment Bootcamp""]","[[""Not at all"",0],[""A little"",1],[""Moderately"",2],[""Very"",3],[""Extremely"",4]]","[[""0-20%"",0],[""20-40%"",1],[""40-60%"",2],[""60-80%"",3],[""80-100%"",4]]","I am interested in AI alignment research,I am trying to move into a technical AI alignment career","[""I am interested in AI alignment research"",""I am trying to move into a technical AI alignment career""]",1,I am trying to move into a technical AI alignment career,"the 80,000 Hours podcast,Superintelligence (book),AGI Safety Fundamentals Course,the Machine Learning for Alignment Bootcamp",,,,,,,,,,
7475773,43,,2022-06-26 17:09:51,,0.00,eb2kjj8,0,,,,,,,,,,,,,,,,,,,,
7475797,43,,2022-06-26 17:17:38,,0.00,eb2kjj8,0,,,,,,,,,,,,,,,,,,,,
7475868,43,,2022-06-26 17:43:00,,0.02,4t3j1q5,0,,,,,,,,,,,,,,,,,,,,
7476115,43,,2022-06-26 19:25:13,,0.00,eb2kjj8,0,,,,,,,,,,,,,,,,,,,,
7476521,43,,2022-06-26 21:57:33,,2723.48,8d2bvx6,0,,,"[""Unsolved Problems in ML Safety by Hendrycks et al"",""the Machine Learning for Alignment Bootcamp""]","[[""Not at all"",0],[""A little"",1],[""Moderately"",2],[""Very"",3],[""Extremely"",4]]","[[""0-20%"",0],[""20-40%"",1],[""40-60%"",2],[""60-80%"",3],[""80-100%"",4]]","I am trying to move into a technical AI alignment career,I am paid to work on technical AI alignment research","[""I am trying to move into a technical AI alignment career"",""I am paid to work on technical AI alignment research""]",,I am paid to work on technical AI alignment research,"Unsolved Problems in ML Safety by Hendrycks et al,the Machine Learning for Alignment Bootcamp",,,,,,,,,6,
7476537,43,,2022-06-26 22:02:20,,0.00,eb2kjj8,0,,,,,,,,,,,,,,,,,,,,IwAR113KgscT8nmHD1l2k7MMTMxQ10rAHFKhm8ah9L8IowqwSV4Q2LlPPKQPI
7476548,43,,2022-06-26 22:06:10,,0.00,eb2kjj8,0,,,,,,,,,,,,,,,,,,,,
7476550,43,,2022-06-26 22:06:25,,0.00,eb2kjj8,0,,,,,,,,,,,,,,,,,,,,
7476565,43,,2022-06-26 22:13:13,,0.00,eb2kjj8,0,,,,,,,,,,,,,,,,,,,,
7476567,43,,2022-06-26 22:13:45,,0.98,e5pk481,0,,,,,,"I have heard of AI alignment,I am interested in AI alignment research","[""I have heard of AI alignment"",""I am interested in AI alignment research""]",2,I am interested in AI alignment research,,,,,,,,,,,
7476585,43,,2022-06-26 22:22:27,2022-06-26 22:28:21,5.88,t6togir,0,,,"[""AIRCS workshops"",""the Iterated Amplification sequence on the Alignment Forum"",""the Embedded Agency sequence on the Alignment Forum"",""the AI Alignment Newsletter"",""Life 3.0 (book)"",""AXRP - the AI X-risk Research Podcast"",""Superintelligence (book)"",""Concrete Problems in AI Safety by Amodei et al"",""talks by AI alignment researchers"",""the 80,000 Hours podcast""]","[[""Not at all"",0],[""A little"",1],[""Moderately"",2],[""Very"",3],[""Extremely"",4]]","[[""0-20%"",0],[""20-40%"",1],[""40-60%"",2],[""60-80%"",3],[""80-100%"",4]]","I have heard of AI alignment,I am interested in AI alignment research,I am trying to move into a technical AI alignment career","[""I have heard of AI alignment"",""I am interested in AI alignment research"",""I am trying to move into a technical AI alignment career""]",6,I am trying to move into a technical AI alignment career,"conversations with AI alignment researchers at conferences,talks by AI alignment researchers,Life 3.0 (book),the Embedded Agency sequence on the Alignment Forum,Concrete Problems in AI Safety by Amodei et al,the AI Alignment Newsletter,the Iterated Amplification sequence on the Alignment Forum,AXRP - the AI X-risk Research Podcast,AIRCS workshops,the 80,000 Hours podcast,Superintelligence (book) | AIRCS workshops,the Iterated Amplification sequence on the Alignment Forum,the Embedded Agency sequence on the Alignment Forum,the AI Alignment Newsletter,Life 3.0 (book),AXRP - the AI X-risk Research Podcast,Superintelligence (book),Concrete Problems in AI Safety by Amodei et al,talks by AI alignment researchers,the 80,000 Hours podcast",2 | 2 | 3 | 2 | 0 | 3 | 1 | 1 | 3 | 2,"the 80,000 Hours podcast",3 | 3 | 2 | 2 | 2 | 3 | 2 | 0 | 3 | 4,3 | 3 | 3 | 2 | 0 | 4 | 1 | 1 | 4 | 4, |  |  |  |  |  |  |  | ,"","",Facebook,,IwAR183EkpQ7Z7RXRNzfVNLGsvy59fUvB_ywLaWYfPePnBmBfW9HiuTbOVnKM
7476589,43,,2022-06-26 22:24:12,2022-07-02 17:26:50,8342.63,t6togir,0,,,"[""AXRP - the AI X-risk Research Podcast"",""talks by AI alignment researchers"",""the AI Alignment Newsletter"",""the Value Learning sequence on the Alignment Forum""]","[[""Not at all"",0],[""A little"",1],[""Moderately"",2],[""Very"",3],[""Extremely"",4]]","[[""0-20%"",0],[""20-40%"",1],[""40-60%"",2],[""60-80%"",3],[""80-100%"",4]]","I am trying to move into a technical AI alignment career,I spend some of my time solving technical problems related to AI alignment,I spend some of my time publicly communicating about AI alignment","[""I am trying to move into a technical AI alignment career"",""I spend some of my time solving technical problems related to AI alignment"",""I spend some of my time publicly communicating about AI alignment""]",,I spend some of my time publicly communicating about AI alignment,"AXRP - the AI X-risk Research Podcast,talks by AI alignment researchers,the AI Alignment Newsletter,the Value Learning sequence on the Alignment Forum",3 | 2 | 3 | 1,the Value Learning sequence on the Alignment Forum,2 | 4 | 4 | 1,4 | 4 | 4 | 1,Found the podcast a very good way to hear experts current thoughts. |  | bit out of date now,Unfortunately these talks are few and far between. Would like them to be more readily available.,"","",,IwAR0hZ8K-C-OgeUfM8K307k-qYKOHVnHypE2Pn6WQZSkLZ2oT6gDI3aKEDPk
7476634,43,,2022-06-26 22:47:19,,3.22,eb2kjj8,0,,,"[""Superintelligence (book)"",""AXRP - the AI X-risk Research Podcast"",""conversations with AI alignment researchers at conferences"",""the Iterated Amplification sequence on the Alignment Forum"",""Rob Miles videos"",""AIRCS workshops"",""talks by AI alignment researchers"",""Concrete Problems in AI Safety by Amodei et al"",""the Machine Learning for Alignment Bootcamp"",""the 80,000 Hours podcast"",""the annual AI Alignment Literature Review and Charity Comparison""]","[[""Not at all"",0],[""A little"",1],[""Moderately"",2],[""Very"",3],[""Extremely"",4]]","[[""0-20%"",0],[""20-40%"",1],[""40-60%"",2],[""60-80%"",3],[""80-100%"",4]]","I have heard of AI alignment,I am interested in AI alignment research,I spend some of my time doing AI alignment field/community-building,I spend some of my time facilitating technical AI alignment research in ways other than doing it directly,I spend some of my time publicly communicating about AI alignment","[""I have heard of AI alignment"",""I am interested in AI alignment research"",""I spend some of my time doing AI alignment field/community-building"",""I spend some of my time facilitating technical AI alignment research in ways other than doing it directly"",""I spend some of my time publicly communicating about AI alignment""]",19,I spend some of my time publicly communicating about AI alignment,"Superintelligence (book),AXRP - the AI X-risk Research Podcast,conversations with AI alignment researchers at conferences,the Iterated Amplification sequence on the Alignment Forum,Rob Miles videos,AIRCS workshops,talks by AI alignment researchers,Concrete Problems in AI Safety by Amodei et al,the Machine Learning for Alignment Bootcamp,the 80,000 Hours podcast,the annual AI Alignment Literature Review and Charity Comparison",,,,,,,,,,
7476677,43,,2022-06-26 23:10:11,2022-06-26 23:23:54,13.70,t6togir,0,,,"[""The Alignment Problem (book)"",""the 80,000 Hours podcast"",""Superintelligence (book)"",""Human Compatible (book)"",""talks by AI alignment researchers"",""conversations with AI alignment researchers at conferences"",""AXRP - the AI X-risk Research Podcast""]","[[""Not at all"",0],[""A little"",1],[""Moderately"",2],[""Very"",3],[""Extremely"",4]]","[[""0-20%"",0],[""20-40%"",1],[""40-60%"",2],[""60-80%"",3],[""80-100%"",4]]",I spend some of my time solving technical problems related to AI alignment,"[""I spend some of my time solving technical problems related to AI alignment""]",,I spend some of my time solving technical problems related to AI alignment,"The Alignment Problem (book),the 80,000 Hours podcast,Superintelligence (book),Human Compatible (book),talks by AI alignment researchers,conversations with AI alignment researchers at conferences,AXRP - the AI X-risk Research Podcast",2 | 2 | 2 | 2 | 1 | 1 | 1,AXRP - the AI X-risk Research Podcast,0 | 2 | 1 | 0 | 1 | 3 | 2,0 | 0 | 0 | 0 | 0 | 4 | 2,"havent finished it. answers may differ when i do | I would maybe recommend it because i know that there is at least one with Paul, and my guess is that listening to Paul is helpful, though I haven't done it. |  |  | only ""a little"" is because I have mostly engaged with it by going on it one time,","I remember watching one such talk, which seems probably unrepresentative of 'talks'. I might suggest it to a person getting into alignment just because i don't know of any great resources, and maybe there are relevant talks, and other people like talks more than me. | It's weird that this one is 'at conferences' but there isn't some broader category of talking not at conferences. I don't really remember which talking was at conferences.

I feel weird saying I would recommend things to someone working on this already, because often they seems too obvious to recommend. Like, even if I like talking to alignment researchers, I'm not going to go to my friend at MIRI and be and ask if they have considered talking to people about alignment. I say I would recommend,  because if they were obviously not aware of the option, I would.","",a slack,,
